,white_king_edge_dist,white_rook_edge_dist,black_king_edge_dist,white_king_in_corner,white_rook_in_corner,black_king_in_corner,wking_wrook_dist_x,wking_wrook_dist_y,wking_bking_dist_x,wking_bking_dist_y,wrook_bking_dist_x,wrook_bking_dist_y,result
2288,4,1,2,0,1,0,3,4,3,2,6,6,10
2289,1,1,1,0,1,0,1,7,2,0,3,7,10
2290,2,2,1,0,0,0,2,2,3,6,5,4,11
2291,4,3,1,0,0,0,1,1,0,3,1,2,9
2292,1,1,3,0,1,0,5,7,3,3,2,4,14
2293,1,1,2,0,0,0,1,0,2,5,1,5,11
2294,3,2,4,0,0,0,3,3,1,2,2,1,13
2295,3,1,2,0,0,0,3,1,2,3,1,2,10
2296,2,1,4,0,0,0,2,5,1,2,3,3,13
2297,2,3,2,0,0,0,1,1,2,0,3,1,3
2298,2,1,2,0,0,0,1,6,1,5,2,1,14
2299,1,2,2,1,0,0,6,3,6,4,0,1,-1
2300,1,1,1,0,0,0,1,0,5,3,4,3,12
2301,1,1,3,0,0,0,3,0,3,3,0,3,15
2302,1,2,2,0,0,0,3,6,2,1,1,5,13
2303,1,2,1,0,0,0,2,4,2,7,0,3,14
2304,2,2,1,0,0,0,1,5,0,6,1,1,-1
2305,2,2,3,0,0,0,2,5,1,4,1,1,-1
2306,2,2,1,0,0,0,2,5,2,5,4,0,12
2307,4,1,1,0,0,0,1,3,3,3,4,0,9
2308,4,2,3,0,0,0,2,1,2,0,4,1,11
2309,1,2,2,0,0,0,3,6,0,5,3,1,14
2310,4,3,1,0,0,0,1,0,0,3,1,3,9
2311,1,2,3,0,0,0,0,4,4,5,4,1,13
2312,3,3,1,0,0,0,0,1,5,1,5,0,12
2313,2,3,2,0,0,0,1,4,3,4,2,0,13
2314,1,3,4,0,0,0,3,2,2,3,1,1,-1
2315,1,1,2,1,0,0,6,0,6,5,0,5,15
2316,3,3,1,0,0,0,2,0,3,2,1,2,5
2317,3,1,1,0,0,0,4,1,4,4,0,5,11
2318,2,2,2,0,0,0,1,5,5,1,4,4,13
2319,1,3,1,0,0,0,0,4,4,7,4,3,14
2320,1,2,3,0,0,0,2,6,1,3,1,3,12
2321,1,2,1,0,0,0,3,6,4,0,1,6,10
2322,2,1,3,0,0,0,0,6,4,1,4,5,14
2323,1,2,2,0,0,0,1,6,4,1,3,5,12
2324,1,1,1,0,0,0,1,0,2,7,1,7,12
2325,1,1,1,0,0,0,5,0,6,3,1,3,10
2326,1,1,2,1,0,0,5,0,6,5,1,5,12
2327,1,3,1,0,0,0,1,2,4,3,5,1,13
2328,1,1,2,0,0,0,2,5,4,1,6,4,10
2329,3,1,1,0,0,0,3,2,2,2,5,0,6
2330,1,1,2,0,0,0,1,1,0,5,1,4,13
2331,1,1,3,1,0,0,7,4,5,3,2,1,14
2332,1,1,1,0,0,0,1,7,3,1,2,6,11
2333,1,2,1,0,0,0,2,4,2,0,0,4,5
2334,1,1,1,0,0,0,1,0,3,6,2,6,11
2335,2,2,2,0,0,0,2,1,2,0,4,1,5
2336,1,1,1,1,0,0,3,7,7,5,4,2,14
2337,2,1,1,0,0,0,3,0,4,1,7,1,10
2338,1,1,2,1,0,0,7,2,6,4,1,2,16
2339,1,2,3,0,0,0,3,1,4,4,1,3,13
2340,1,1,1,1,0,0,7,4,3,0,4,4,11
2341,1,2,2,0,0,0,3,1,3,3,0,2,14
2342,2,2,4,0,0,0,1,5,3,2,2,3,15
2343,1,2,1,0,0,0,2,1,3,2,5,1,12
2344,2,3,1,0,0,0,1,2,3,0,2,2,5
2345,1,3,1,0,0,0,1,2,3,0,4,2,6
2346,1,3,3,0,0,0,1,4,1,5,2,1,14
2347,1,4,3,0,0,0,1,4,0,2,1,2,13
2348,2,2,3,0,0,0,2,5,2,1,0,4,14
2349,3,1,1,0,0,0,3,5,3,1,6,6,6
2350,3,4,2,0,0,0,1,1,4,1,3,0,12
2351,2,1,2,0,0,0,2,6,2,2,0,4,12
2352,3,1,3,0,0,0,3,5,3,0,0,5,13
2353,1,3,2,1,0,0,5,4,4,1,1,3,15
2354,3,1,2,0,0,0,2,5,2,0,0,5,6
2355,1,2,2,0,0,0,1,6,2,2,3,4,14
2356,2,3,1,0,0,0,2,1,0,6,2,5,13
2357,2,3,1,0,0,0,3,4,1,6,4,2,12
2358,3,3,3,0,0,0,0,3,1,3,1,0,-1
2359,1,2,1,0,0,0,1,5,5,6,6,1,12
2360,1,1,2,0,1,0,2,7,1,6,3,1,14
2361,1,1,3,0,0,0,2,1,3,4,5,3,14
2362,3,2,3,0,0,0,4,4,3,0,1,4,13
2363,1,1,2,1,0,0,7,3,3,1,4,2,12
2364,2,1,4,0,0,0,2,4,2,2,4,2,14
2365,2,1,3,0,0,0,2,1,2,3,0,4,14
2366,2,3,4,0,0,0,1,4,1,3,0,1,-1
2367,1,2,3,0,0,0,1,1,2,3,1,2,13
2368,3,1,1,0,0,0,5,3,4,2,1,5,10
2369,2,1,1,0,0,0,3,1,4,4,1,5,7
2370,3,2,1,0,0,0,1,4,4,2,5,2,11
2371,2,1,1,0,0,0,3,0,3,5,0,5,11
2372,2,3,1,0,0,1,1,2,4,6,5,4,10
2373,1,1,1,0,0,0,2,0,5,6,3,6,12
2374,3,3,1,0,0,0,0,2,5,4,5,2,11
2375,2,1,1,0,1,1,4,6,3,1,7,7,4
2376,3,4,1,0,0,0,0,1,4,1,4,0,11
2377,2,3,1,0,0,0,0,3,2,2,2,1,9
2378,2,1,1,0,0,0,2,0,2,3,0,3,13
2379,3,1,2,0,0,0,3,2,3,2,0,4,12
2380,2,1,1,0,0,1,1,1,6,6,5,7,12
2381,1,2,2,1,0,0,2,1,6,1,4,0,13
2382,1,1,3,1,0,0,0,4,5,3,5,1,14
2383,2,1,1,0,0,0,1,0,6,0,7,0,11
2384,1,1,3,1,0,0,3,0,4,2,1,2,15
2385,2,1,3,0,0,0,3,5,2,2,5,3,14
2386,3,1,1,0,0,1,3,2,3,5,6,7,9
2387,2,3,4,0,0,0,2,2,0,3,2,1,13
2388,2,4,1,0,0,0,1,2,2,6,3,4,11
2389,3,3,1,0,0,0,1,3,4,4,5,1,9
2390,3,1,1,0,1,0,4,2,0,2,4,0,0
2391,3,3,1,0,0,0,2,3,1,2,1,5,1
2392,1,1,1,0,0,0,3,1,4,6,7,5,12
2393,1,1,2,0,0,0,6,2,5,1,1,1,-1
2394,2,2,3,0,0,0,1,5,0,4,1,1,-1
2395,2,2,1,0,0,1,3,5,3,6,6,1,9
2396,3,3,2,0,0,0,2,0,4,0,2,0,12
2397,1,1,2,0,1,0,5,0,2,1,3,1,12
2398,1,1,2,1,1,0,7,0,6,4,1,4,15
2399,2,2,2,0,0,0,1,0,4,3,3,3,13
2400,3,1,1,0,1,1,3,2,3,5,0,7,9
2401,1,2,2,0,0,0,0,6,4,6,4,0,15
2402,1,1,1,0,0,0,3,4,3,1,0,3,12
2403,4,1,2,0,0,0,1,4,1,2,2,6,10
2404,2,3,2,0,0,0,0,1,3,0,3,1,6
2405,2,1,1,0,0,1,3,1,3,6,6,7,10
2406,1,1,1,0,0,0,6,1,1,5,7,4,11
2407,1,1,2,0,0,0,6,5,1,6,5,1,12
2408,1,2,2,0,0,0,2,4,3,1,5,3,10
2409,2,3,2,0,0,0,3,1,4,3,1,2,12
2410,2,2,3,0,0,0,2,0,1,4,1,4,13
2411,3,2,1,0,0,1,2,0,4,5,6,5,11
2412,2,3,3,0,0,0,1,1,1,2,0,1,13
2413,1,1,1,0,0,0,1,0,3,0,4,0,6
2414,2,2,1,0,0,0,1,5,2,0,3,5,2
2415,2,1,1,0,0,0,0,6,2,0,2,6,2
2416,3,1,3,0,0,0,4,1,2,1,2,2,12
2417,3,2,4,0,0,0,1,4,1,2,0,2,12
2418,2,1,1,0,0,0,5,1,2,0,7,1,1
2419,1,2,2,1,0,0,6,3,6,2,0,1,-1
2420,1,1,1,0,0,1,2,0,3,0,1,0,-1
2421,1,2,4,0,0,0,2,5,1,3,3,2,15
2422,2,2,4,0,0,0,1,5,1,3,2,2,14
2423,2,1,2,0,1,0,3,1,2,5,1,6,13
2424,2,2,1,0,0,0,1,0,5,4,6,4,13
2425,1,2,1,0,0,0,0,1,3,7,3,6,14
2426,2,2,2,0,0,0,1,0,2,1,3,1,13
2427,1,1,1,0,0,0,5,0,6,5,1,5,9
2428,1,1,4,0,0,0,4,7,2,3,2,4,14
2429,4,1,1,0,0,0,0,3,4,3,4,6,9
2430,1,2,1,0,0,0,4,1,2,1,6,0,11
2431,2,1,1,0,0,0,3,1,2,0,5,1,2
2432,2,2,1,0,0,1,1,0,2,1,3,1,2
2433,1,2,3,0,0,0,3,2,2,3,1,1,-1
2434,1,2,1,0,0,0,0,1,4,4,4,3,12
2435,2,2,1,0,0,0,1,4,2,2,1,2,7
2436,3,2,1,0,0,0,3,3,4,1,1,4,6
2437,1,2,1,1,0,0,6,4,7,5,1,1,-1
2438,1,2,1,1,0,0,6,4,5,0,1,4,14
2439,1,4,1,0,0,0,1,4,3,0,2,4,11
2440,3,4,1,0,0,0,1,1,0,2,1,3,2
2441,2,2,1,0,0,1,2,5,4,6,6,1,9
2442,2,2,1,0,0,0,3,2,4,1,1,1,-1
2443,2,1,2,0,0,0,3,4,2,0,5,4,8
2444,1,2,2,0,0,0,1,6,3,4,4,2,15
2445,1,4,2,0,0,0,2,4,2,1,0,3,14
2446,3,2,3,0,0,0,2,4,2,0,0,4,10
2447,1,1,1,0,0,1,3,6,4,0,7,6,6
2448,3,1,1,0,0,0,1,2,3,2,4,0,10
2449,1,3,3,1,0,0,2,2,5,4,3,2,16
2450,1,3,2,0,0,0,4,2,3,1,1,1,-1
2451,2,2,1,0,0,0,1,5,3,1,4,6,6
2452,3,2,3,0,0,0,0,4,2,2,2,2,12
2453,3,2,1,0,0,0,3,1,5,2,2,3,11
2454,1,2,2,0,0,0,1,2,3,1,4,1,8
2455,1,1,2,0,0,0,1,5,0,3,1,2,15
2456,2,1,1,0,0,0,2,6,4,1,2,5,10
2457,1,2,4,0,0,0,1,1,2,3,1,2,16
2458,2,1,1,0,0,0,3,1,6,4,3,5,12
2459,3,1,2,0,0,0,1,2,3,4,4,6,12
2460,2,1,2,0,0,0,0,6,2,5,2,1,11
2461,1,4,1,0,0,0,3,4,1,6,4,2,12
2462,1,3,1,0,0,0,4,3,5,0,1,3,10
2463,2,2,2,0,0,0,1,1,1,4,0,3,12
2464,4,3,3,0,0,0,2,0,2,1,0,1,-1
2465,2,3,3,0,0,0,4,2,3,1,1,1,-1
2466,2,2,4,0,0,0,3,1,0,2,3,1,13
2467,3,3,1,0,0,1,0,1,5,2,5,3,8
2468,2,2,1,0,0,0,3,0,6,3,3,3,13
2469,3,1,1,0,0,0,2,5,2,2,0,7,7
2470,2,2,2,0,0,0,0,1,3,0,3,1,9
2471,4,1,1,0,0,0,3,1,4,1,7,0,10
2472,1,2,3,0,0,0,0,1,2,2,2,1,15
2473,1,1,1,1,0,1,2,0,7,7,5,7,13
2474,3,2,1,0,0,0,2,1,2,5,4,6,12
2475,1,1,2,0,0,0,1,5,3,1,4,4,14
2476,3,3,3,0,0,0,1,0,2,1,3,1,13
2477,3,1,2,0,0,0,4,2,1,4,3,2,11
2478,3,2,2,0,0,0,2,2,3,3,5,1,11
2479,4,3,2,0,0,0,2,2,3,0,1,2,10
2480,2,1,1,0,0,0,4,6,2,1,2,7,13
2481,2,3,3,0,0,0,1,1,2,1,1,0,14
2482,1,1,1,0,0,0,6,4,6,1,0,3,12
2483,2,1,2,0,0,0,1,6,3,1,2,5,12
2484,2,1,2,0,0,0,2,4,3,0,5,4,10
2485,1,2,2,0,0,0,2,1,0,5,2,4,12
2486,1,2,1,0,0,0,4,1,5,4,1,3,9
2487,1,3,1,0,0,0,0,2,3,7,3,5,12
2488,1,2,1,0,0,0,1,1,4,1,3,0,11
2489,4,2,2,0,0,0,3,0,3,2,0,2,11
2490,2,4,1,0,0,0,2,2,2,4,4,2,11
2491,1,1,3,0,0,0,4,0,0,4,4,4,15
2492,1,4,1,0,0,0,2,3,4,0,2,3,8
2493,1,3,3,0,0,0,3,5,3,2,0,3,15
2494,2,1,2,0,1,0,2,1,2,5,4,6,13
2495,1,2,3,0,0,0,1,4,0,2,1,2,14
2496,2,4,1,0,0,0,2,3,2,2,4,1,7
2497,1,2,1,0,0,0,3,3,3,6,6,3,12
2498,2,3,1,0,0,1,1,4,5,1,4,5,8
2499,2,2,4,0,0,0,2,1,1,3,3,2,13
2500,2,1,2,0,0,0,1,6,4,3,5,3,13
2501,1,3,1,0,0,0,1,5,4,5,3,0,13
2502,1,4,2,0,0,0,2,3,1,3,3,0,13
2503,2,1,1,0,0,0,5,5,5,0,0,5,11
2504,1,1,2,1,0,0,6,7,4,1,2,6,15
2505,3,2,3,0,0,0,2,0,2,2,4,2,12
2506,3,3,1,0,0,0,1,0,3,2,2,2,7
2507,1,1,2,0,0,0,6,4,5,5,1,1,-1
2508,1,1,2,0,1,0,4,0,2,6,2,6,14
2509,1,1,2,0,0,0,4,0,2,6,2,6,14
2510,3,3,2,0,0,0,1,1,2,4,1,3,8
2511,2,1,1,0,0,0,5,0,2,2,7,2,12
2512,2,2,2,0,0,0,1,5,3,5,4,0,13
2513,2,1,1,0,0,0,3,6,2,1,5,5,10
2514,2,2,3,0,0,0,4,5,3,1,1,4,15
2515,2,4,1,0,0,0,0,3,3,2,3,1,7
2516,4,2,1,0,0,1,3,2,3,3,6,1,3
2517,4,2,1,0,0,0,3,1,3,3,0,2,8
2518,3,4,3,0,0,0,1,2,1,3,0,1,-1
2519,2,1,3,0,0,0,6,1,4,1,2,0,15
2520,1,2,2,0,0,0,4,1,4,5,0,4,14
2521,1,1,2,0,0,0,1,7,0,5,1,2,10
2522,1,1,4,0,0,0,2,5,2,3,4,2,14
2523,1,3,1,0,0,0,4,4,4,7,0,3,14
2524,2,3,2,0,0,0,1,4,4,0,3,4,12
2525,3,2,1,0,0,1,4,3,5,5,1,2,9
2526,2,3,1,0,0,0,1,1,3,0,4,1,4
2527,1,2,1,0,0,0,4,2,5,6,1,4,8
2528,2,3,2,0,0,0,0,3,0,5,0,2,13
2529,1,1,2,0,0,0,6,1,4,1,2,0,14
2530,1,1,1,0,0,1,2,1,2,7,0,6,10
2531,2,2,1,0,0,1,4,2,5,6,1,4,7
2532,3,4,2,0,0,0,0,2,2,2,2,0,9
2533,1,2,2,0,0,0,5,4,0,5,5,1,13
2534,3,2,1,0,0,1,1,1,5,5,4,6,11
2535,4,3,1,0,0,0,1,0,4,0,5,0,9
2536,3,1,1,0,1,0,2,5,5,2,7,3,12
2537,2,1,3,0,0,0,2,6,2,2,4,4,13
2538,3,1,1,0,0,0,4,3,3,5,1,2,11
2539,1,3,1,0,0,0,2,5,2,0,0,5,11
2540,4,1,3,0,1,0,4,4,2,0,2,4,11
2541,1,1,3,1,0,0,1,0,5,4,4,4,15
2542,2,3,3,0,0,0,0,3,3,1,3,2,11
2543,2,1,2,0,0,0,4,0,2,3,6,3,13
2544,1,1,2,0,1,0,1,0,4,6,5,6,14
2545,1,1,1,0,0,1,5,7,6,0,1,7,9
2546,1,3,3,0,0,0,4,5,1,3,3,2,16
2547,3,1,2,0,0,0,3,2,2,4,1,6,12
2548,1,2,3,1,0,0,5,1,5,3,0,2,16
2549,3,3,2,0,0,0,3,1,2,1,1,2,9
2550,2,1,2,0,0,0,2,6,0,5,2,1,13
2551,4,3,1,0,0,0,2,0,2,3,0,3,8
2552,2,2,1,0,0,1,3,5,2,6,5,1,9
2553,2,1,1,0,0,0,0,6,2,2,2,4,9
2554,1,4,1,0,0,0,1,4,2,1,3,3,12
2555,3,1,1,0,0,0,3,4,1,2,4,6,8
2556,2,3,2,0,0,0,2,1,4,5,2,4,12
2557,2,1,1,0,0,0,2,6,0,6,2,0,14
2558,1,1,2,0,1,0,4,7,1,6,3,1,14
2559,3,1,2,0,1,0,2,5,4,1,6,6,10
2560,1,2,1,1,0,0,5,1,6,0,1,1,-1
2561,1,1,2,0,1,0,3,7,2,3,1,4,14
2562,1,3,1,0,0,0,4,5,1,3,5,2,14
2563,3,1,1,0,0,0,2,2,2,5,0,7,12
2564,2,1,1,0,0,1,3,3,4,1,7,4,6
2565,2,3,3,0,0,0,1,1,2,2,1,1,12
2566,1,2,3,0,0,0,4,2,2,5,2,3,14
2567,1,1,2,0,0,0,1,7,1,6,0,1,-1
2568,2,2,1,0,0,0,2,1,3,1,5,2,6
2569,2,1,1,0,0,1,5,2,5,1,0,3,9
2570,2,2,2,0,0,0,4,4,3,5,1,1,-1
2571,2,1,4,0,0,0,4,0,1,3,3,3,13
2572,3,1,3,0,0,0,3,5,1,2,4,3,12
2573,1,1,1,1,0,0,7,6,3,0,4,6,11
2574,4,1,1,0,0,0,1,4,1,3,0,7,8
2575,2,2,2,0,0,0,1,4,1,3,0,1,-1
2576,2,1,3,0,0,0,3,3,2,3,5,0,12
2577,2,1,1,0,0,1,0,1,2,6,2,7,8
2578,1,1,2,0,0,0,6,2,2,6,4,4,14
2579,2,3,3,0,0,0,3,3,3,4,0,1,-1
2580,2,1,1,0,0,0,1,6,4,0,5,6,8
2581,1,1,1,1,0,0,3,7,7,4,4,3,14
2582,1,3,1,0,0,0,2,5,3,1,5,4,8
2583,2,1,1,0,0,0,2,6,2,0,4,6,2
2584,2,3,1,0,0,0,0,4,3,4,3,0,10
2585,2,2,3,0,0,0,4,0,3,2,1,2,14
2586,1,3,2,0,0,0,1,2,4,1,3,1,7
2587,2,2,2,0,0,0,1,1,4,0,5,1,7
2588,3,2,1,0,0,1,0,1,3,5,3,6,8
2589,3,1,3,0,0,0,1,5,2,3,1,2,11
2590,4,1,1,0,0,0,3,2,2,3,1,5,8
2591,4,3,2,0,0,0,2,0,2,2,4,2,8
2592,1,2,2,0,0,0,3,6,2,6,1,0,-1
2593,1,1,1,0,0,0,5,5,4,7,1,2,13
2594,1,2,3,0,0,0,2,4,0,5,2,1,14
2595,1,1,1,0,0,0,1,7,4,6,3,1,12
2596,1,1,3,0,0,0,4,7,1,3,3,4,15
2597,1,2,2,0,0,0,4,6,1,4,5,2,14
2598,3,2,1,0,0,0,4,0,5,0,1,0,-1
2599,1,2,2,1,0,0,2,6,6,4,4,2,16
2600,1,2,4,0,0,0,1,1,1,4,2,3,15
2601,3,3,1,0,0,1,1,0,3,5,4,5,9
2602,3,1,3,0,0,0,5,3,3,2,2,1,13
2603,1,2,1,1,0,0,2,6,7,5,5,1,15
2604,1,2,3,0,0,0,1,1,3,2,2,1,16
2605,1,1,1,0,1,0,2,7,2,2,0,5,12
2606,1,1,2,0,0,0,2,7,2,1,4,6,11
2607,1,3,4,0,0,0,2,2,0,3,2,1,14
2608,1,1,1,0,0,0,3,7,5,2,2,5,11
2609,1,1,3,0,0,0,2,4,1,5,3,1,13
2610,4,3,2,0,0,0,1,0,3,1,4,1,11
2611,1,1,1,0,0,0,1,7,1,7,2,0,14
2612,2,1,2,0,0,0,3,4,3,2,6,2,13
2613,1,4,1,0,0,1,2,4,2,7,4,3,12
2614,2,3,1,0,0,0,2,2,2,6,4,4,11
2615,1,2,1,0,0,0,2,6,5,4,3,2,13
2616,3,1,2,0,1,0,2,2,4,0,6,2,12
2617,2,4,1,0,0,1,1,3,2,1,3,4,1
2618,2,1,2,0,0,0,2,1,4,4,2,5,12
2619,1,2,1,0,0,0,4,6,1,2,5,4,11
2620,1,1,1,0,0,0,2,6,3,7,5,1,10
2621,3,1,2,0,0,0,3,4,3,0,6,4,9
2622,3,4,2,0,0,0,0,1,3,1,3,0,11
2623,2,2,1,0,0,0,5,3,2,1,3,4,10
2624,4,2,1,0,0,0,1,3,1,3,0,6,8
2625,1,2,1,0,0,1,0,1,6,7,6,6,13
2626,2,3,1,0,0,0,1,3,3,1,2,2,10
2627,2,3,4,0,0,0,0,1,1,2,1,1,13
2628,2,1,1,0,0,0,4,5,0,6,4,1,9
2629,1,3,1,0,0,0,1,4,3,2,2,2,12
2630,2,3,1,0,0,0,3,2,5,1,2,1,9
2631,4,1,3,0,0,0,4,0,2,2,2,2,11
2632,4,2,2,0,0,0,1,3,1,2,0,5,8
2633,2,1,1,0,0,0,1,1,3,5,2,6,9
2634,1,1,1,1,0,0,0,3,7,3,7,0,15
2635,3,2,2,0,0,0,2,3,3,0,5,3,9
2636,2,2,3,0,0,0,0,3,2,1,2,2,14
2637,1,2,2,0,0,0,2,3,1,6,3,3,14
2638,1,1,1,0,1,0,1,7,6,1,7,6,11
2639,2,1,1,0,0,0,1,1,4,1,5,2,8
2640,1,2,3,0,0,0,2,1,2,2,0,1,-1
2641,1,3,2,0,0,0,1,4,2,2,1,2,12
2642,1,3,3,0,0,0,1,2,1,4,0,2,14
2643,1,2,2,0,0,0,5,1,2,1,3,0,14
2644,1,3,2,0,0,0,3,5,2,1,1,4,15
2645,2,3,1,0,0,0,2,4,4,1,2,3,10
2646,3,4,1,0,0,0,2,1,5,0,3,1,8
2647,1,2,1,0,0,0,1,1,1,6,2,5,9
2648,1,2,1,0,0,1,1,6,4,0,5,6,6
2649,4,2,1,0,0,0,3,2,2,3,1,5,8
2650,3,4,1,0,0,0,1,2,1,2,0,4,7
2651,2,1,4,0,0,0,2,1,1,3,3,4,14
2652,1,1,1,1,0,0,0,5,5,0,5,5,11
2653,1,1,2,0,0,0,3,7,3,3,0,4,14
2654,4,1,1,0,1,0,4,4,4,2,0,2,11
2655,2,2,1,0,0,0,5,0,6,2,1,2,10
2656,2,2,2,0,0,0,2,5,2,0,0,5,14
2657,1,2,1,0,0,0,1,5,4,7,5,2,13
2658,2,2,1,0,0,0,4,5,2,6,2,1,10
2659,1,3,1,0,0,0,0,5,1,7,1,2,10
2660,2,4,1,0,0,0,0,2,0,6,0,4,11
2661,3,1,1,0,0,0,2,5,4,4,6,1,11
2662,1,2,1,0,0,0,2,6,4,4,6,2,14
2663,1,1,1,0,0,0,3,4,3,0,6,4,6
2664,1,3,1,1,0,0,3,5,2,0,1,5,13
2665,2,2,1,0,0,0,0,5,5,1,5,4,11
2666,1,3,2,0,0,0,4,3,2,1,2,2,13
2667,2,1,1,0,0,1,4,3,3,1,7,4,4
2668,1,2,3,0,0,0,4,2,0,3,4,1,14
2669,2,1,3,0,1,0,5,1,3,4,2,5,13
2670,3,2,2,0,0,0,2,1,3,3,5,4,12
2671,1,1,2,0,0,0,4,7,1,4,5,3,13
2672,1,2,1,0,0,0,2,1,0,7,2,6,11
2673,1,2,2,0,0,0,4,5,3,1,1,4,15
2674,4,1,1,0,0,1,2,3,3,3,5,0,7
2675,4,1,1,0,0,0,3,4,4,1,1,3,7
2676,1,2,2,0,0,0,2,4,3,3,5,1,12
2677,2,4,1,0,0,1,2,2,5,6,3,4,11
2678,3,3,3,0,0,0,2,1,0,3,2,2,12
2679,1,1,1,0,0,0,6,4,3,7,3,3,14
2680,3,1,1,0,0,0,4,0,1,2,5,2,4
2681,3,1,3,0,1,0,4,5,1,3,3,2,12
2682,1,1,1,0,0,0,3,0,3,7,0,7,14
2683,2,1,2,0,1,0,2,1,4,4,6,5,13
2684,3,1,1,0,1,0,3,2,1,2,4,0,8
2685,4,1,3,0,0,0,1,4,2,1,3,5,10
2686,2,2,2,0,0,0,1,3,4,4,5,1,12
2687,2,2,1,0,0,0,5,4,6,2,1,2,10
2688,2,2,1,0,0,0,2,4,4,2,6,2,13
2689,1,2,2,0,0,0,2,1,1,6,1,5,14
2690,2,3,2,0,0,0,2,4,1,2,3,2,13
2691,3,3,2,0,0,0,3,2,4,1,1,3,10
2692,3,1,2,0,1,0,3,5,3,3,6,2,12
2693,2,2,2,0,0,0,1,4,0,5,1,1,-1
2694,2,1,1,0,0,0,4,6,4,1,0,7,13
2695,3,2,2,0,0,0,3,1,3,0,0,1,-1
2696,2,2,2,0,0,0,2,5,1,5,1,0,-1
2697,3,1,2,0,0,0,4,3,2,3,6,0,12
2698,4,1,2,0,0,0,3,3,3,3,0,6,11
2699,4,1,3,0,1,0,4,4,2,1,2,3,11
2700,1,3,4,1,0,0,5,3,3,3,2,0,16
2701,2,1,1,0,0,0,6,4,2,1,4,5,10
2702,4,2,3,0,0,0,2,0,2,0,4,0,11
2703,1,2,3,0,0,0,1,4,2,2,3,2,14
2704,1,2,2,0,0,0,5,3,5,6,0,3,14
2705,4,2,2,0,0,0,2,2,3,0,5,2,12
2706,2,3,4,0,0,0,0,2,2,2,2,0,13
2707,1,1,2,0,0,0,3,5,2,6,1,1,-1
2708,2,3,2,0,0,0,3,1,2,0,1,1,-1
2709,1,1,1,1,0,0,6,7,7,6,1,1,-1
2710,1,2,4,0,0,0,4,1,1,3,3,2,15
2711,1,1,1,0,1,0,1,7,1,2,0,5,11
2712,4,2,1,0,0,0,1,3,4,3,5,0,9
2713,4,1,1,0,0,0,3,2,1,3,4,1,6
2714,2,3,1,0,0,0,3,4,4,1,1,5,12
2715,1,1,2,0,0,0,2,7,2,6,4,1,14
2716,2,2,2,0,0,0,3,0,3,2,0,2,13
2717,3,3,3,0,0,0,1,1,2,1,3,0,12
2718,1,1,2,0,0,0,2,2,2,6,4,4,14
2719,1,1,4,0,0,0,3,7,2,4,1,3,14
2720,1,3,2,1,0,0,5,4,6,4,1,0,-1
2721,1,1,3,0,0,0,1,7,0,5,1,2,15
2722,1,3,1,0,0,1,3,2,2,7,5,5,10
2723,2,2,3,0,0,0,5,0,3,1,2,1,15
2724,2,2,3,0,0,0,1,5,1,3,2,2,13
2725,2,1,3,0,0,0,5,1,0,2,5,1,14
2726,2,1,1,0,0,0,3,6,1,6,4,0,13
2727,1,2,3,0,0,0,0,3,2,2,2,1,13
2728,2,2,1,0,0,0,0,3,6,1,6,2,11
2729,1,2,2,0,0,0,0,4,5,1,5,3,11
2730,1,1,2,0,0,0,4,7,3,1,1,6,14
2731,2,3,1,0,0,0,1,1,6,4,5,3,13
2732,3,2,2,0,0,0,2,1,2,4,0,5,12
2733,1,2,1,0,0,0,2,5,4,3,6,2,14
2734,1,1,1,0,0,0,2,3,4,7,6,4,12
2735,2,4,2,0,0,0,1,3,3,5,2,2,11
2736,2,1,2,0,0,0,6,4,5,2,1,2,15
2737,2,3,3,0,0,0,3,1,4,2,1,1,-1
2738,2,1,1,0,0,1,2,0,5,1,7,1,8
2739,2,2,2,0,0,0,4,5,0,5,4,0,14
2740,1,1,2,0,0,0,2,0,4,6,2,6,14
2741,1,2,1,0,0,0,0,6,2,0,2,6,6
2742,2,1,1,0,0,0,3,5,4,2,7,3,11
2743,2,1,1,0,0,0,4,2,3,0,7,2,5
2744,1,1,3,1,1,0,7,0,5,5,2,5,15
2745,1,3,2,0,0,0,0,2,4,5,4,3,14
2746,3,1,2,0,0,0,1,2,3,1,2,3,11
2747,1,2,3,1,0,0,1,5,5,3,4,2,16
2748,1,2,1,0,0,0,0,6,0,7,0,1,-1
2749,2,1,1,0,0,0,6,1,6,0,0,1,-1
2750,3,2,1,0,0,0,3,4,4,2,1,2,8
2751,1,2,2,0,0,0,0,1,4,6,4,5,14
2752,2,1,1,0,1,0,2,6,2,2,0,4,10
2753,2,4,2,0,0,0,2,2,1,3,3,1,12
2754,2,3,1,0,0,1,0,3,5,1,5,4,8
2755,3,1,1,0,1,0,2,2,5,2,7,4,11
2756,2,1,2,0,0,0,4,2,3,4,1,2,13
2757,1,1,2,0,0,0,2,5,3,1,5,4,11
2758,2,1,1,0,0,0,3,6,2,4,5,2,12
2759,1,2,1,0,0,0,3,6,3,0,0,6,12
2760,2,2,3,0,0,0,2,5,1,2,1,3,14
2761,2,3,2,0,0,0,3,4,4,3,1,1,-1
2762,3,2,3,0,0,0,1,2,3,2,4,0,12
2763,1,1,3,1,0,0,7,1,5,3,2,2,16
